instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"ENDERS, JODY",2.9,3.3,44,25%,https://www.ratemyprofessors.com/professor/520474,Languages,"TOUGH GRADER, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, LECTURE HEAVY, AMAZING LECTURES, CARING"
"GARR, RANDAL",3.8,3.6,16,25%,https://www.ratemyprofessors.com/professor/154267,Religion,"LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., TEST HEAVY, PARTICIPATION MATTERS"
"FYGENSON, DEBORAH",2.0,4.0,67,15%,https://www.ratemyprofessors.com/professor/233744,Physics,"TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., PARTICIPATION MATTERS, GROUP PROJECTS, TESTS? NOT MANY"
"WAITE, HERB",3.5,4.7,18,55%,https://www.ratemyprofessors.com/professor/1588035,Chemistry,"TEST HEAVY, RESPECTED, LECTURE HEAVY, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, LOTS OF HOMEWORK"
"CREMERS, MATTHEA",3.0,2.4,63,66%,https://www.ratemyprofessors.com/professor/854,Anthropology,"GRADED BY FEW THINGS, LECTURE HEAVY"
"LIU, ZHENG",3.8,3.1,11,63%,https://www.ratemyprofessors.com/professor/2533787,Mathematics,"TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, AMAZING LECTURES, INSPIRATIONAL, SKIP CLASS? YOU WON'T PASS., GRADED BY FEW THINGS"
"CARTER, MEAGAN",2.3,3.3,6,33%,https://www.ratemyprofessors.com/professor/2564663,Spanish,"PARTICIPATION MATTERS, LOTS OF HOMEWORK, TOUGH GRADER, INSPIRATIONAL, CARING, RESPECTED"
"QUIRK, MATTHEW",3.0,2.0,4,50%,https://www.ratemyprofessors.com/professor/2468532,Psychology,"EXTRA CREDIT, TOUGH GRADER, GET READY TO READ, AMAZING LECTURES, CLEAR GRADING CRITERIA, LECTURE HEAVY, GRADED BY FEW THINGS"
"PHILLIPS, MARION",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/2992511,French & Italian,"INSPIRATIONAL, CARING, RESPECTED"
"KAYSEN, BRANDON",4.6,2.3,7,100%,https://www.ratemyprofessors.com/professor/2272556,Environmental Science  Mgmt.,"CARING, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, GET READY TO READ, PARTICIPATION MATTERS, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL, GIVES GOOD FEEDBACK"
"FALANESCA, CAMILLA",5.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/2992344,History,None
"KATZ, DEREK",4.5,2.1,47,92%,https://www.ratemyprofessors.com/professor/627437,Music,"AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, HILARIOUS, INSPIRATIONAL, PARTICIPATION MATTERS, GRADED BY FEW THINGS, GIVES GOOD FEEDBACK"
"CHARNESS, GARY",3.2,3.0,40,100%,https://www.ratemyprofessors.com/professor/326838,Economics,"PARTICIPATION MATTERS, HILARIOUS, RESPECTED, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"WANG, MIAN",3.7,3.0,3,100%,https://www.ratemyprofessors.com/professor/2669943,Education,"PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING, LECTURE HEAVY, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"SVADLENAK, NATHAN",2.2,4.1,53,26%,https://www.ratemyprofessors.com/professor/2835991,Chemistry,"TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, TOUGH GRADER, ACCESSIBLE OUTSIDE CLASS"
"TANG, SUI",3.5,3.0,8,62%,https://www.ratemyprofessors.com/professor/2659938,Mathematics,"CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, GET READY TO READ, CARING, LOTS OF HOMEWORK"
"JONES, CHARLES",3.3,2.8,8,42%,https://www.ratemyprofessors.com/professor/1886701,Geography,"GROUP PROJECTS, ACCESSIBLE OUTSIDE CLASS, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, PARTICIPATION MATTERS, LOTS OF HOMEWORK"
"ROSS, ALLISON",2.3,2.7,3,33%,https://www.ratemyprofessors.com/professor/2952475,Film,"GET READY TO READ, LECTURE HEAVY"
"DELGADO HELLESETER, MIGUEL",2.1,4.4,54,11%,https://www.ratemyprofessors.com/professor/1930823,Economics,"TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, SKIP CLASS? YOU WON'T PASS., TESTS ARE TOUGH, PARTICIPATION MATTERS"
"CHANG, ALENDA",2.5,4.0,10,40%,https://www.ratemyprofessors.com/professor/2121788,Film,"LECTURE HEAVY, GET READY TO READ, TOUGH GRADER, AMAZING LECTURES, TEST HEAVY, PARTICIPATION MATTERS, GRADED BY FEW THINGS, CARING"
"CHILDRESS, JAMES",1.0,4.3,4,N/A,https://www.ratemyprofessors.com/professor/2610274,Biology,"LECTURE HEAVY, GRADED BY FEW THINGS, TEST HEAVY"
"CAST, ALICIA",4.7,2.6,33,91%,https://www.ratemyprofessors.com/professor/1076139,Sociology,"CARING, AMAZING LECTURES, GET READY TO READ, ACCESSIBLE OUTSIDE CLASS, INSPIRATIONAL, RESPECTED, HILARIOUS"
"BATJARGAL, TAIVAN",2.0,4.0,2,N/A,https://www.ratemyprofessors.com/professor/2680137,Biology,"TOUGH GRADER, SKIP CLASS? YOU WON'T PASS."
"FELANDO, CYNTHIA",3.0,3.7,89,28%,https://www.ratemyprofessors.com/professor/363248,Film,"TOUGH GRADER, LECTURE HEAVY, GET READY TO READ, SO MANY PAPERS, GRADED BY FEW THINGS, LOTS OF HOMEWORK"
"WOLFE, CHARLES",4.4,3.6,17,80%,https://www.ratemyprofessors.com/professor/363919,Film,"GET READY TO READ, RESPECTED, SO MANY PAPERS, LECTURE HEAVY, PARTICIPATION MATTERS, GRADED BY FEW THINGS, INSPIRATIONAL, CARING, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS"
"BOBO, JACQUELINE",4.1,2.2,10,100%,https://www.ratemyprofessors.com/professor/2096540,Feminist Studies,"GET READY TO READ, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, RESPECTED, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, CARING"
"DAVIES, MORGAN",5.0,2.3,7,100%,https://www.ratemyprofessors.com/professor/2807248,Philosophy,"EXTRA CREDIT, CARING, GROUP PROJECTS, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, HILARIOUS, CLEAR GRADING CRITERIA, TEST HEAVY"
"KIPPIN, TOD",3.2,3.3,54,60%,https://www.ratemyprofessors.com/professor/753061,Psychology,"LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, CLEAR GRADING CRITERIA, CARING, AMAZING LECTURES, TEST HEAVY, ONLINE SAVVY, EXTRA CREDIT, GROUP PROJECTS"
"STRONGMAN, ROBERTO",3.0,3.4,52,58%,https://www.ratemyprofessors.com/professor/762687,Ethnic Studies,"GET READY TO READ, GRADED BY FEW THINGS, LECTURE HEAVY, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, SO MANY PAPERS, LOTS OF HOMEWORK"
"CHIEN , SHERRY",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/2962209,Linguistics,None
"DE JONG, MENSO",3.5,2.3,8,87%,https://www.ratemyprofessors.com/professor/2464091,Geology,"CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, GRADED BY FEW THINGS, INSPIRATIONAL, RESPECTED"
"FELDMAN, RACHEL",4.1,2.8,15,73%,https://www.ratemyprofessors.com/professor/2229126,Literature,"GET READY TO READ, PARTICIPATION MATTERS, CARING, GIVES GOOD FEEDBACK, LECTURE HEAVY, SO MANY PAPERS"
"HANSER, MATTHEW",4.0,3.2,36,50%,https://www.ratemyprofessors.com/professor/37450,Philosophy,"TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, GRADED BY FEW THINGS, WOULD TAKE AGAIN, AMAZING LECTURES, LECTURE HEAVY, SO MANY PAPERS, ACCESSIBLE OUTSIDE CLASS"
"STOHL, MICHAEL",2.6,3.3,28,20%,https://www.ratemyprofessors.com/professor/107837,Communication,"SO MANY PAPERS, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, PARTICIPATION MATTERS, LECTURE HEAVY, HILARIOUS"
"SEGAL, NOAH",4.3,2.6,14,81%,https://www.ratemyprofessors.com/professor/1797353,Classics,"AMAZING LECTURES, CARING, LECTURE HEAVY, GET READY TO READ, HILARIOUS, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA"
"GILLILAND, KEN",2.7,3.3,3,66%,https://www.ratemyprofessors.com/professor/2669920,Biology,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER"
"ALMEIDA, ALINE",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/2985123,Spanish & Portuguese,"AMAZING LECTURES, GIVES GOOD FEEDBACK, HILARIOUS"
"KAMAL-HEIKMAN, SHITHI ",2.0,3.0,6,16%,https://www.ratemyprofessors.com/professor/2911650,Environmental Science & Mgmt.,"TOUGH GRADER, PARTICIPATION MATTERS, LOTS OF HOMEWORK, LECTURE HEAVY"
"NICOLAESCU, ANDREA",3.4,3.8,13,53%,https://www.ratemyprofessors.com/professor/2194765,Linguistics,"TOUGH GRADER, GIVES GOOD FEEDBACK, AMAZING LECTURES, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, CARING, GET READY TO READ"
"NAGY, AKOS",3.2,3.2,11,54%,https://www.ratemyprofessors.com/professor/2787779,Mathematics,"LOTS OF HOMEWORK, GET READY TO READ, CARING, TEST HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, EXTRA CREDIT"
"MULLEN, JILLIAN",3.4,3.1,9,66%,https://www.ratemyprofessors.com/professor/2576105,Linguistics,"GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, RESPECTED, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, GET READY TO READ, GROUP PROJECTS"
"LEBRUN, ALEX",4.4,3.5,18,77%,https://www.ratemyprofessors.com/professor/2516463,Philosophy,"AMAZING LECTURES, TOUGH GRADER, GET READY TO READ, HILARIOUS, ACCESSIBLE OUTSIDE CLASS, INSPIRATIONAL, CARING, EXTRA CREDIT, LECTURE HEAVY, PARTICIPATION MATTERS"
"MANIN, FEDYA",4.2,4.4,5,80%,https://www.ratemyprofessors.com/professor/2706107,Mathematics,"GET READY TO READ, ACCESSIBLE OUTSIDE CLASS, PARTICIPATION MATTERS, EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, TEST HEAVY, LOTS OF HOMEWORK"
"STOHL, CYNTHIA",3.9,3.3,31,76%,https://www.ratemyprofessors.com/professor/528176,Communication,"TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, CARING, GET READY TO READ, INSPIRATIONAL, PARTICIPATION MATTERS, LOTS OF HOMEWORK, SO MANY PAPERS"
"SORAPURE, MADELINE",4.6,2.4,11,100%,https://www.ratemyprofessors.com/professor/441712,Writing,"CARING, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"EYELADE, DAMILOLA",4.8,2.4,10,100%,https://www.ratemyprofessors.com/professor/2643949,Geography,"EXTRA CREDIT, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, CARING, GIVES GOOD FEEDBACK, RESPECTED, ONLINE SAVVY, INSPIRATIONAL, CLEAR GRADING CRITERIA, AMAZING LECTURES"
"DE FRUTOS GARCIA, SAMANTA",5.0,2.7,6,100%,https://www.ratemyprofessors.com/professor/2600186,Spanish & Portuguese,"PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, CARING, CLEAR GRADING CRITERIA, INSPIRATIONAL, RESPECTED"
"URUCI, XHULIO",2.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/2982109,Economics,"TEST HEAVY, GRADED BY FEW THINGS"
"SIVAKUMAR, KORATTI",1.8,4.2,24,20%,https://www.ratemyprofessors.com/professor/2573095,Mathematics,"TOUGH GRADER, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., TEST HEAVY, GRADED BY FEW THINGS, GET READY TO READ, RESPECTED"
"LIAO, BOLIN",3.0,4.0,2,50%,https://www.ratemyprofessors.com/professor/2892478,Engineering,"TOUGH GRADER, AMAZING LECTURES, LOTS OF HOMEWORK, GRADED BY FEW THINGS"
"KAPLAN, CYNTHIA",2.6,4.0,25,20%,https://www.ratemyprofessors.com/professor/348722,Political Science,"GET READY TO READ, LOTS OF HOMEWORK, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, TEST HEAVY, SKIP CLASS? YOU WON'T PASS."
"TARGINO, RODRIGO",1.0,4.8,4,N/A,https://www.ratemyprofessors.com/professor/2891242,Statistics,"TOUGH GRADER, LECTURE HEAVY, TEST HEAVY, GET READY TO READ, LOTS OF HOMEWORK, GRADED BY FEW THINGS"
"OLGUIN MARTINEZ, JESUS",3.4,3.0,5,60%,https://www.ratemyprofessors.com/professor/2746638,Linguistics,"EXTRA CREDIT, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, LOTS OF HOMEWORK, SO MANY PAPERS, GRADED BY FEW THINGS"
"OH, PENG",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/2442174,Physics,"AMAZING LECTURES, CARING"
"JACKSON, MATTHEW",5.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/2381549,Geology,CARING
"COX, DANI",3.6,1.9,11,72%,https://www.ratemyprofessors.com/professor/2778425,Geology,"GROUP PROJECTS, CLEAR GRADING CRITERIA, EXTRA CREDIT, AMAZING LECTURES, LOTS OF HOMEWORK, ACCESSIBLE OUTSIDE CLASS"
"LAWRIE, SMARANDA",5.0,3.2,10,100%,https://www.ratemyprofessors.com/professor/2393653,Psychology,"INSPIRATIONAL, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, RESPECTED, GROUP PROJECTS"
"SANDOVAL, NICOLASA",4.7,1.1,13,66%,https://www.ratemyprofessors.com/professor/972063,Education,"CLEAR GRADING CRITERIA, SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, LECTURE HEAVY, PARTICIPATION MATTERS, RESPECTED, INSPIRATIONAL, CARING"
"DUCK, WAVERLY",5.0,2.3,3,100%,https://www.ratemyprofessors.com/professor/2955585,Sociology,"INSPIRATIONAL, AMAZING LECTURES, CARING, GRADED BY FEW THINGS"
"SUSKO, TYLER",2.9,2.9,12,45%,https://www.ratemyprofessors.com/professor/2105596,Mechanical Engineering,"RESPECTED, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, GIVES GOOD FEEDBACK, CARING, PARTICIPATION MATTERS, TEST HEAVY, LOTS OF HOMEWORK"
"NOURIZADEH, SHANE",5.0,2.6,11,100%,https://www.ratemyprofessors.com/professor/2150128,Biology,"CARING, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, RESPECTED, GRADED BY FEW THINGS, AMAZING LECTURES"
"TYBURCZY, JENNIFER",4.7,2.4,9,88%,https://www.ratemyprofessors.com/professor/2232752,Feminist Studies,"AMAZING LECTURES, INSPIRATIONAL, GROUP PROJECTS, HILARIOUS, GET READY TO READ, GRADED BY FEW THINGS, CARING, PARTICIPATION MATTERS"
"ZAZZARINO, MARIA",3.5,3.5,2,50%,https://www.ratemyprofessors.com/professor/2934656,Literature,"GET READY TO READ, LOTS OF HOMEWORK"
"MCCLAIN, KATIA",4.3,1.8,32,64%,https://www.ratemyprofessors.com/professor/971959,Germanic & Russian Studies,"CARING, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, GET READY TO READ, BEWARE OF POP QUIZZES, INSPIRATIONAL, ONLINE SAVVY"
"RESNICK, ELANA",4.1,1.6,19,84%,https://www.ratemyprofessors.com/professor/2385239,Anthropology,"CLEAR GRADING CRITERIA, CARING, GET READY TO READ, AMAZING LECTURES, PARTICIPATION MATTERS, INSPIRATIONAL"
"MARTELLA, AMEDEE",5.0,1.5,8,100%,https://www.ratemyprofessors.com/professor/2911191,Psychology,"CARING, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, INSPIRATIONAL"
"CROUCH, CAROLINE",3.0,3.8,5,40%,https://www.ratemyprofessors.com/professor/2351858,Linguistics,"TEST HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, HILARIOUS, LECTURE HEAVY"
"BAILLARGEON, KATIE",4.7,2.2,51,86%,https://www.ratemyprofessors.com/professor/363912,Music,"GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, CARING, INSPIRATIONAL, GRADED BY FEW THINGS, HILARIOUS"
"MITHUN, MARIANNE",3.9,2.4,12,100%,https://www.ratemyprofessors.com/professor/905924,Languages,"EXTRA CREDIT, LOTS OF HOMEWORK, CARING, RESPECTED, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"CRAIG, NATHANIEL",4.2,4.2,6,83%,https://www.ratemyprofessors.com/professor/2337146,Physics,"SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, LECTURE HEAVY, TOUGH GRADER, AMAZING LECTURES, HILARIOUS, TEST HEAVY, CARING"
"STURMAN, PETER",3.5,3.1,35,46%,https://www.ratemyprofessors.com/professor/157421,Fine Arts,"GET READY TO READ, AMAZING LECTURES, INSPIRATIONAL, TOUGH GRADER, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, PARTICIPATION MATTERS, EXTRA CREDIT"
"YOUNG, HILLARY",2.9,3.4,13,33%,https://www.ratemyprofessors.com/professor/2108342,Environmental Science  Mgmt.,"LECTURE HEAVY, GET READY TO READ, PARTICIPATION MATTERS, EXTRA CREDIT, INSPIRATIONAL, GRADED BY FEW THINGS"
"EILON, ZACHARY",4.6,3.2,21,80%,https://www.ratemyprofessors.com/professor/2351287,Geology,"AMAZING LECTURES, CLEAR GRADING CRITERIA, LECTURE HEAVY, PARTICIPATION MATTERS, LOTS OF HOMEWORK, RESPECTED, ONLINE SAVVY"
"KRINTZ, CHANDRA",4.0,3.2,18,80%,https://www.ratemyprofessors.com/professor/60789,Computer Science,"GROUP PROJECTS, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, RESPECTED, ACCESSIBLE OUTSIDE CLASS"
"FELIX, ERIKA",3.3,3.2,6,66%,https://www.ratemyprofessors.com/professor/2260714,Psychology,"GET READY TO READ, PARTICIPATION MATTERS, TOUGH GRADER, EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, GRADED BY FEW THINGS, SO MANY PAPERS, LOTS OF HOMEWORK"
"HAYTON, TREVOR",2.8,4.1,20,75%,https://www.ratemyprofessors.com/professor/1116318,Chemistry,"TOUGH GRADER, TEST HEAVY, SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, HILARIOUS, ACCESSIBLE OUTSIDE CLASS, GRADED BY FEW THINGS"
"DAHLQUIST, FREDERICK",2.1,3.7,17,10%,https://www.ratemyprofessors.com/professor/911831,Biochemistry,"TEST HEAVY, GET READY TO READ, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, HILARIOUS, LECTURE HEAVY"
"LYTLE, TIFFANY",5.0,2.5,2,100%,https://www.ratemyprofessors.com/professor/2611500,Theater,"GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING"
"WHITESIDES, KEVIN",4.0,3.5,2,100%,https://www.ratemyprofessors.com/professor/2966254,Religious Studies,"TOUGH GRADER, GET READY TO READ, LOTS OF HOMEWORK"
"MCHUGH, PATRICK",4.6,2.2,29,90%,https://www.ratemyprofessors.com/professor/1139192,Writing,"GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, CARING, GROUP PROJECTS, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, RESPECTED, HILARIOUS"
"PAIELLA, GIORGINA",4.7,2.8,17,94%,https://www.ratemyprofessors.com/professor/2401979,English,"GIVES GOOD FEEDBACK, CARING, CLEAR GRADING CRITERIA, INSPIRATIONAL, RESPECTED, TOUGH GRADER, SO MANY PAPERS, GRADED BY FEW THINGS"
"ZAHN, SAM",4.6,2.6,11,90%,https://www.ratemyprofessors.com/professor/2294696,Philosophy,"GET READY TO READ, HILARIOUS, AMAZING LECTURES, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, CLEAR GRADING CRITERIA"
"PAPADAKIS, VIKI",1.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/2966589,Psychology,"TOUGH GRADER, PARTICIPATION MATTERS"
"GUAN, DAOXIONG",4.6,1.8,28,100%,https://www.ratemyprofessors.com/professor/439624,Languages,"GIVES GOOD FEEDBACK, SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, CARING, RESPECTED"
"ULLREY, AARON",3.1,3.9,18,75%,https://www.ratemyprofessors.com/professor/47522,English,"GET READY TO READ, LECTURE HEAVY, GIVES GOOD FEEDBACK, HILARIOUS, TOUGH GRADER, SO MANY PAPERS, CARING, AMAZING LECTURES, PARTICIPATION MATTERS, LOTS OF HOMEWORK"
"WANG, YU-XIANG",2.5,4.4,15,40%,https://www.ratemyprofessors.com/professor/2578313,Computer Science,"LOTS OF HOMEWORK, SKIP CLASS? YOU WON'T PASS., CLEAR GRADING CRITERIA, TOUGH GRADER, AMAZING LECTURES, EXTRA CREDIT, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, CARING, GRADED BY FEW THINGS, PARTICIPATION MATTERS"
"SORIANO, KIMBERLY",4.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/2924946,Feminist Studies,GRADED BY FEW THINGS
"SOKOLL, AARON",4.6,2.0,9,100%,https://www.ratemyprofessors.com/professor/1733830,Religion,"CARING, HILARIOUS, RESPECTED, PARTICIPATION MATTERS, WOULD TAKE AGAIN, INSPIRATIONAL"
"HANSEN, KYLE",4.5,3.5,2,100%,https://www.ratemyprofessors.com/professor/2903603,Mathematics,"CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, INSPIRATIONAL, LOTS OF HOMEWORK, CARING, LECTURE HEAVY"
"ARMISTEAD, KATYA",3.5,1.5,4,75%,https://www.ratemyprofessors.com/professor/2464021,Education,"GET READY TO READ, PARTICIPATION MATTERS, GROUP PROJECTS, GIVES GOOD FEEDBACK, INSPIRATIONAL, LOTS OF HOMEWORK, CARING, ACCESSIBLE OUTSIDE CLASS"
"PUTINAR, MIHAI",2.0,4.0,82,22%,https://www.ratemyprofessors.com/professor/418778,Mathematics,"TOUGH GRADER, GET READY TO READ, TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, INSPIRATIONAL, RESPECTED, AMAZING LECTURES, GIVES GOOD FEEDBACK, CARING"
"LAGUETTE, STEVE",2.7,2.3,12,N/A,https://www.ratemyprofessors.com/professor/812160,Mechanical Engineering,"GROUP PROJECTS, GRADED BY FEW THINGS"
"LUNSFORD, KAREN",4.8,2.3,7,100%,https://www.ratemyprofessors.com/professor/349150,Writing,"GIVES GOOD FEEDBACK, CARING, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS"
"LEA, DAVID",4.3,2.1,45,80%,https://www.ratemyprofessors.com/professor/310456,Geology,"CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY, TEST HEAVY, LOTS OF HOMEWORK, TOUGH GRADER, RESPECTED"
"GANTI, VAMSI",3.3,4.3,3,66%,https://www.ratemyprofessors.com/professor/2680332,Geography,"LECTURE HEAVY, TOUGH GRADER, PARTICIPATION MATTERS, TEST HEAVY, GRADED BY FEW THINGS"
"ROGERS, MOLINA",3.5,3.0,2,50%,https://www.ratemyprofessors.com/professor/2908059,Communication,"BEWARE OF POP QUIZZES, TOUGH GRADER, EXTRA CREDIT, LECTURE HEAVY, GRADED BY FEW THINGS"
"SALDIVAR, TANA",5.0,3.5,2,100%,https://www.ratemyprofessors.com/professor/1545156,Anthropology,"GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, AMAZING LECTURES, LOTS OF HOMEWORK, CARING"
"COMSTOCK, JACQUI",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/2962045,Biology,"AMAZING LECTURES, CLEAR GRADING CRITERIA"
"ADAMS, ANN",3.8,3.2,38,71%,https://www.ratemyprofessors.com/professor/676196,Art,"GET READY TO READ, LECTURE HEAVY, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, AMAZING LECTURES, GRADED BY FEW THINGS"
"YASUDA, KIM",3.5,2.9,13,100%,https://www.ratemyprofessors.com/professor/687407,Fine Arts,"PARTICIPATION MATTERS, GROUP PROJECTS, GIVES GOOD FEEDBACK, CARING, TOUGH GRADER, INSPIRATIONAL, HILARIOUS, RESPECTED"
"LIPMAN, EVERETT",3.4,3.7,61,16%,https://www.ratemyprofessors.com/professor/272047,Physics,"TOUGH GRADER, LOTS OF HOMEWORK, HILARIOUS, CLEAR GRADING CRITERIA, WOULD TAKE AGAIN, GIVES GOOD FEEDBACK, SO MANY PAPERS, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., GRADED BY FEW THINGS, GET READY TO READ"
"LIM, GEUNHO",2.1,4.2,24,25%,https://www.ratemyprofessors.com/professor/2630803,Mathematics,"LOTS OF HOMEWORK, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS"
"VIJAY, SAGAR",2.5,4.0,2,N/A,https://www.ratemyprofessors.com/professor/2705134,Physics,"GET READY TO READ, TOUGH GRADER, TEST HEAVY"
"VERA-FLANDEZ, EVELYN",1.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/2885675,Spanish & Portuguese,"TOUGH GRADER, PARTICIPATION MATTERS, GRADED BY FEW THINGS"
"DUOER, DAIGENGNA",5.0,2.2,6,100%,https://www.ratemyprofessors.com/professor/2502684,Religious Studies,"EXTRA CREDIT, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING"
"GARD, WD",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/2955382,Religion,"GET READY TO READ, GIVES GOOD FEEDBACK, HILARIOUS"
"WANG, LI-C",4.3,1.8,8,100%,https://www.ratemyprofessors.com/professor/913688,Engineering,"INSPIRATIONAL, RESPECTED, HILARIOUS, GET READY TO READ, AMAZING LECTURES, CARING"
"BIRNIR, BJORN",2.3,3.0,62,58%,https://www.ratemyprofessors.com/professor/548492,Mathematics,"TOUGH GRADER, HILARIOUS, GET READY TO READ, GRADED BY FEW THINGS, TESTS ARE TOUGH, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, RESPECTED, TEST HEAVY, LOTS OF HOMEWORK"
